formula,space_group,structure,id,formation_energy
FeSb2W,Pmm2,"[{'data': {'a': [3.00664217e-10, 0, 0], 'b': [0, 4.1556205200000003e-10, 0], 'c': [0, 0, 5.85610355e-10], 'atoms': [{'x': 1.503321085e-10, 'y': 2.0778102600000002e-10, 'z': 4.4516440152964286e-10, 'element': 'Fe'}, {'x': 0, 'y': 0, 'z': 5.51395367276699e-10, 'element': 'Sb'}, {'x': 1.503321085e-10, 'y': 2.0778102600000002e-10, 'z': 1.8176709446354472e-10, 'element': 'Sb'}, {'x': 0, 'y': 0, 'z': 2.856990242301135e-10, 'element': 'W'}]}, 'natoms': 4, 'element': {'W': 1, 'Sb': 2, 'Fe': 1}}]",PN_LOIARWPM5B7WV4V32L5RTMTN2PXQTUVX,"{'reference': {'W': 'https://nomad-lab.eu/prod/rae/gui/entry/id/JriGWVUJSX2Vkeya5zzAPw/dcAjiz1dsca03eeBAM-fTgQjR8M_', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WMu7V8unTIq_ZADrznasag/e0MYdRBQr9wEXHzKsLol9DZ8gMvs', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.570689364008933, 'value': 2.282757456035732}"
Ca2NaNi,P4mm,"[{'data': {'a': [3.65530977e-10, 0, 0], 'b': [0, 3.65530977e-10, 0], 'c': [0, 0, 8.948637290000001e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 8.227418288157535e-10, 'element': 'Ca'}, {'x': 1.827654885e-10, 'y': 1.827654885e-10, 'z': 2.1095147073862195e-10, 'element': 'Ca'}, {'x': 0, 'y': 0, 'z': 5.02779553032779e-10, 'element': 'Na'}, {'x': 1.827654885e-10, 'y': 1.827654885e-10, 'z': 7.006864699128459e-10, 'element': 'Ni'}]}, 'natoms': 4, 'element': {'Na': 1, 'Ni': 1, 'Ca': 2}}]",PN_66DHMMC4GZDVOGBZCCRUWV6EO7T3I2F2,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/q7lAKuoOTPWL1mJ5gkMDhg/2z6qKgNMlPjxK4R1fKqhhgll26lp', 'Ca': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/c08VF8Y4GAg0AFj1CQdui2kVY_IF'}, 'value_per_atom': 0.19583821993250972, 'value': 0.7833528797300389}"
BaCrMo,I4mm,"[{'data': {'a': [-1.66548251e-10, 1.64923914e-10, 6.29272823e-10], 'b': [1.66548251e-10, -1.64923914e-10, 6.29272823e-10], 'c': [1.66548251e-10, 1.64923914e-10, -6.29272823e-10], 'atoms': [{'x': 8.607869129644256e-30, 'y': 7.428285132848271e-30, 'z': 1.26164166828916e-12, 'element': 'Ba'}, {'x': -8.000012002983068e-29, 'y': -9.395472261081287e-27, 'z': 9.070246093471583e-10, 'element': 'Cr'}, {'x': -2.876474807177973e-28, 'y': -2.1073077105634923e-28, 'z': 3.502593949845525e-10, 'element': 'Mo'}]}, 'natoms': 3, 'element': {'Mo': 1, 'Ba': 1, 'Cr': 1}}]",PN_2H3ED7WWP4SLWUXTSAJMEBBL22FTS4UW,"{'reference': {'Mo': 'https://nomad-lab.eu/prod/rae/gui/entry/id/miRFVZUUSvmc1uMMJkU4LA/TwiQxc0usHCKW3MtmHjbnh8mT5GC', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5', 'Cr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/xBLwjr97RnCpmg2IhvOQJw/ZTsvXtun3mZO6UT4PDELSgcNICTJ'}, 'value_per_atom': 0.86939257331163, 'value': 2.60817771993489}"
Ba2CaIr,P4mm,"[{'data': {'a': [3.78598163e-10, 0, 0], 'b': [0, 3.78598163e-10, 0], 'c': [0, 0, 1.0826952540000001e-09], 'atoms': [{'x': 0, 'y': 0, 'z': -1.0522669700425333e-10, 'element': 'Ba'}, {'x': 1.892990815e-10, 'y': 1.892990815e-10, 'z': 2.9534015571996695e-10, 'element': 'Ba'}, {'x': 0, 'y': 0, 'z': 6.427922745968856e-10, 'element': 'Ca'}, {'x': 1.892990815e-10, 'y': 1.892990815e-10, 'z': 7.91137147687401e-10, 'element': 'Ir'}]}, 'natoms': 4, 'element': {'Ir': 1, 'Ca': 1, 'Ba': 2}}]",PN_JNOGYFRI7I6T3QXF4XBXCVBENDEE6QAR,"{'reference': {'Ir': 'https://nomad-lab.eu/prod/rae/gui/entry/id/R5T_c-b5R-aSPQN6iXJv2A/Jxd3Gq7w7vgx3vAf4QaOcIUrNIvf', 'Ca': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/c08VF8Y4GAg0AFj1CQdui2kVY_IF', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5'}, 'value_per_atom': 0.029962026476129555, 'value': 0.11984810590451822}"
Al8Mn4Th,I4/mmm,"[{'data': {'a': [0, 0, -5.16321833e-10], 'b': [4.4380819000000004e-10, 4.4380819000000004e-10, 2.58160916e-10], 'c': [4.4380819000000004e-10, -4.4380819000000004e-10, -2.58160916e-10], 'atoms': [{'x': 2.006697992360446e-10, 'y': -4.409680418926717e-27, 'z': -2.581609165e-10, 'element': 'Al'}, {'x': 4.4380819000000004e-10, 'y': 2.431383907639554e-10, 'z': -2.739228423268577e-19, 'element': 'Al'}, {'x': 3.050171287571198e-10, 'y': -1.1981223131412792e-26, 'z': -2.553903023191731e-28, 'element': 'Al'}, {'x': 4.4380819000000004e-10, 'y': 1.3879106124288021e-10, 'z': -2.5816091665636384e-10, 'element': 'Al'}, {'x': 4.4380819000000004e-10, 'y': -1.3879106124288024e-10, 'z': -2.581609163436362e-10, 'element': 'Al'}, {'x': 5.825992512428802e-10, 'y': -1.3868171010869323e-26, 'z': 2.553903023191731e-28, 'element': 'Al'}, {'x': 4.4380819e-10, 'y': -2.431383907639554e-10, 'z': -5.163218327260772e-10, 'element': 'Al'}, {'x': 6.869465807639554e-10, 'y': 3.1965898294054125e-27, 'z': -2.581609165e-10, 'element': 'Al'}, {'x': 2.2190409500000002e-10, 'y': 2.2190409500000002e-10, 'z': 1.29080458e-10, 'element': 'Mn'}, {'x': 2.2190409500000002e-10, 'y': 2.2190409500000002e-10, 'z': -1.2908045850000002e-10, 'element': 'Mn'}, {'x': 2.2190409500000002e-10, 'y': -2.2190409500000002e-10, 'z': -1.29080458e-10, 'element': 'Mn'}, {'x': 2.2190409500000002e-10, 'y': -2.2190409500000002e-10, 'z': -3.8724137450000005e-10, 'element': 'Mn'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Th'}]}, 'natoms': 13, 'element': {'Mn': 4, 'Th': 1, 'Al': 8}}]",PN_MBMGDG6AWHIUOA6GADTR52T6I3AHSPUZ,"{'reference': {'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/tx_1N24Ev1WXbH2sMhMM1KZC-Ghz', 'Th': 'https://nomad-lab.eu/prod/rae/gui/entry/id/F6FpfGPiRSaYxoQqgfNL3A/uuk0DiX2KJyQeSE9x4L9Owe3IbI9', 'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/NisqkJ42q36mA3MO8aAuVafQgI0l'}, 'value_per_atom': -0.3390665926831903, 'value': -4.407865704881473}"
AgBaSn2,Cm,"[{'data': {'a': [2.3069232500000002e-10, 4.63320037e-10, 5.8381211e-11], 'b': [-2.3069232500000002e-10, 4.63320037e-10, 5.8381211e-11], 'c': [0, 1.5763055600000001e-10, 6.19834649e-10], 'atoms': [{'x': 3.4060445179060923e-28, 'y': 5.363622363286737e-10, 'z': 4.589465002819043e-10, 'element': 'Ag'}, {'x': -1.7229619385730762e-27, 'y': 2.5698738824760093e-10, 'z': 1.866431544652505e-10, 'element': 'Ba'}, {'x': 2.7317654770300014e-28, 'y': 5.550298195064217e-12, 'z': -5.7506458500673355e-11, 'element': 'Sn'}, {'x': -7.769129514194037e-27, 'y': 8.275060222286612e-10, 'z': 5.168124102535185e-10, 'element': 'Sn'}]}, 'natoms': 4, 'element': {'Ag': 1, 'Sn': 2, 'Ba': 1}}]",PN_GYVDBJX3VUFBONO5Y7JCXNOWFZHP2D23,"{'reference': {'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr', 'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5'}, 'value_per_atom': -0.35381478209270867, 'value': -1.4152591283708347}"
FeSnV2,P4/mmm,"[{'data': {'a': [3.2675968700000005e-10, 0, 0], 'b': [0, 3.2675968700000005e-10, 0], 'c': [0, 0, 5.5493171e-10], 'atoms': [{'x': 1.6337984350000002e-10, 'y': 1.6337984350000002e-10, 'z': 1.387329275e-10, 'element': 'Fe'}, {'x': 1.6337984350000002e-10, 'y': 1.6337984350000002e-10, 'z': 4.161987825e-10, 'element': 'Sn'}, {'x': 0, 'y': 0, 'z': 3.02027964882165e-11, 'element': 'V'}, {'x': 0, 'y': 0, 'z': 2.472630585117835e-10, 'element': 'V'}]}, 'natoms': 4, 'element': {'V': 2, 'Sn': 1, 'Fe': 1}}]",PN_GUUNFF6GLY3G427HGZOB2PDIT2MBG5WW,"{'reference': {'V': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/6a_z-sYaeMtEBgvOYDzXel9FP5XK', 'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.11192732294478969, 'value': 0.44770929177915875}"
As16Ba12Sn8,P2_1/c,"[{'data': {'a': [8.157291000000001e-10, 0, 1.9250000000000001e-13], 'b': [0, 2.008409e-09, 0], 'c': [-3.041787e-10, 0, 7.440835000000001e-10], 'atoms': [{'x': -3.7642997687835e-11, 'y': 1.6418989605102503e-09, 'z': 1.60163002896595e-10, 'element': 'As'}, {'x': 3.5289001270905e-10, 'y': 1.4043129726416702e-09, 'z': 1.6039001872979002e-10, 'element': 'As'}, {'x': 3.3185402060851807e-10, 'y': 1.87884996978939e-09, 'z': 1.8363001727545003e-10, 'element': 'As'}, {'x': -7.5554994339153e-11, 'y': 1.1125989764208801e-09, 'z': 1.8515199578566503e-10, 'element': 'As'}, {'x': 7.391951007684781e-10, 'y': 1.0839499860722e-10, 'z': 1.8708249986969003e-10, 'element': 'As'}, {'x': 3.31786013378289e-10, 'y': 8.746449877712301e-10, 'z': 1.88604016986535e-10, 'element': 'As'}, {'x': 3.107500212777571e-10, 'y': 4.0010799062351005e-10, 'z': 2.1184401553219502e-10, 'element': 'As'}, {'x': 7.01283028632855e-10, 'y': 6.376939784920901e-10, 'z': 2.1207103880622502e-10, 'element': 'As'}, {'x': -1.8973298644801198e-10, 'y': 1.3707149813397302e-09, 'z': 5.322049983171e-10, 'element': 'As'}, {'x': 2.0080002394887306e-10, 'y': 1.60830096920831e-09, 'z': 5.32432014150295e-10, 'element': 'As'}, {'x': 1.7976502703784304e-10, 'y': 1.1337639720605902e-09, 'z': 5.556720129308051e-10, 'element': 'As'}, {'x': -2.2764498309932998e-10, 'y': 1.9000139612246e-09, 'z': 5.571939912061701e-10, 'element': 'As'}, {'x': 5.871061153550942e-10, 'y': 8.958099834109401e-10, 'z': 5.5912449552697e-10, 'element': 'As'}, {'x': 1.79696024618112e-10, 'y': 1.2955899004243004e-10, 'z': 5.606460124070401e-10, 'element': 'As'}, {'x': 1.5866102770708206e-10, 'y': 6.040959871901501e-10, 'z': 5.838860111875501e-10, 'element': 'As'}, {'x': 5.4919403506218e-10, 'y': 3.6650999932157e-10, 'z': 5.841130344615801e-10, 'element': 'As'}, {'x': 2.1193800844190703e-10, 'y': 1.1260379841512101e-09, 'z': 4.460012381805e-12, 'element': 'Ba'}, {'x': 1.70455001759274e-10, 'y': 6.3676298050014e-10, 'z': 6.349009622630001e-12, 'element': 'Ba'}, {'x': 2.07045009465312e-10, 'y': 1.2800000272436003e-10, 'z': 9.10900964608e-12, 'element': 'Ba'}, {'x': 4.565950245214951e-10, 'y': 1.13220498474252e-09, 'z': 3.63125024615905e-10, 'element': 'Ba'}, {'x': 4.931850322275331e-10, 'y': 1.6409679625183e-09, 'z': 3.65885024639355e-10, 'element': 'Ba'}, {'x': 4.5170202250311306e-10, 'y': 1.2183400633755e-10, 'z': 3.67774029321015e-10, 'element': 'Ba'}, {'x': 5.984801968173002e-11, 'y': 1.8865749735783602e-09, 'z': 3.7650200780231005e-10, 'element': 'Ba'}, {'x': 1.836601634589004e-11, 'y': 3.6744099731352e-10, 'z': 3.7839100527991e-10, 'element': 'Ba'}, {'x': 5.4955020705135035e-11, 'y': 8.762039750893e-10, 'z': 3.8115100506658504e-10, 'element': 'Ba'}, {'x': 3.04506039108111e-10, 'y': 1.8804089571074603e-09, 'z': 7.35167020273185e-10, 'element': 'Ba'}, {'x': 3.4109504042556904e-10, 'y': 1.3716459793316802e-09, 'z': 7.379270275006951e-10, 'element': 'Ba'}, {'x': 2.9961303708972906e-10, 'y': 8.823709756806101e-10, 'z': 7.398160249782951e-10, 'element': 'Ba'}, {'x': 1.6353600889162202e-10, 'y': 1.7613469769558003e-09, 'z': 1.834700726605e-11, 'element': 'Sn'}, {'x': 5.27634016873095e-10, 'y': 4.864269993527101e-10, 'z': 7.450902559754501e-11, 'element': 'Sn'}, {'x': 1.3600601433701702e-10, 'y': 1.49063198137087e-09, 'z': 2.9772601327341505e-10, 'element': 'Sn'}, {'x': 5.001040253602771e-10, 'y': 7.5714297905805e-10, 'z': 3.53888024164075e-10, 'element': 'Sn'}, {'x': 1.1447015055855026e-11, 'y': 1.2512659807737702e-09, 'z': 3.903880057532651e-10, 'element': 'Sn'}, {'x': 3.755450311946191e-10, 'y': 5.177769985450401e-10, 'z': 4.46550024086685e-10, 'element': 'Sn'}, {'x': -1.6083971646464983e-11, 'y': 1.5219819805632e-09, 'z': 6.69767004084945e-10, 'element': 'Sn'}, {'x': 3.48014036335008e-10, 'y': 2.4706200296011e-10, 'z': 7.2592902241644e-10, 'element': 'Sn'}]}, 'natoms': 36, 'element': {'As': 16, 'Sn': 8, 'Ba': 12}}]",PN_2X7ROZI4AWU6UDYM3MHXCYTSOQC7LRKZ,"{'reference': {'As': 'https://nomad-lab.eu/prod/rae/gui/entry/id/F6FpfGPiRSaYxoQqgfNL3A/sU0zbzue1VlDUG3JXCL3iB2rgLA5', 'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/iyc0CzluQ7OHbuYaGb07lw/CTdFa25mltkOGy_VId0FzmhGMy3q', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/QX3_VJ6GQxeXsViuxMFMmA/ZEa7Cb-Ix_YgZjs2fYpTwwHk-qXZ'}, 'value_per_atom': -1.102297757959273, 'value': -39.682719286533825}"
Ge2NaSb,P4mm,"[{'data': {'a': [3.79348903e-10, 0, 0], 'b': [0, 3.85111256e-10, 0], 'c': [0, 0, 6.52231636e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 8.5174277113604e-12, 'element': 'Ge'}, {'x': 1.896744515e-10, 'y': 1.92555628e-10, 'z': 1.3185493229732014e-10, 'element': 'Ge'}, {'x': 0, 'y': 0, 'z': 3.210080942237386e-10, 'element': 'Na'}, {'x': 1.896744515e-10, 'y': 1.92555628e-10, 'z': 5.169669997675809e-10, 'element': 'Sb'}]}, 'natoms': 4, 'element': {'Na': 1, 'Ge': 2, 'Sb': 1}}]",PN_5QCW6Q3RAT2TLYHRLPLNH4TS4LHX5YMR,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/2eVSxv5n6du3VVsS6uZHLFviKxDn', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WMu7V8unTIq_ZADrznasag/e0MYdRBQr9wEXHzKsLol9DZ8gMvs'}, 'value_per_atom': 0.03947184441148721, 'value': 0.15788737764594885}"
Ni8P20Sn10,P4/mbm,"[{'data': {'a': [1.1656577900000002e-09, 0, 0], 'b': [0, 1.1656577900000002e-09, 0], 'c': [0, 0, 4.91172407e-10], 'atoms': [{'x': 8.883243370676874e-10, 'y': 2.5104888389009003e-11, 'z': 0, 'element': 'Ni'}, {'x': 2.7733345293231275e-10, 'y': 1.1405529016109912e-09, 'z': 0, 'element': 'Ni'}, {'x': 1.1405529016109912e-09, 'y': 8.883243370676874e-10, 'z': 0, 'element': 'Ni'}, {'x': 2.5104888389009003e-11, 'y': 2.7733345293231275e-10, 'z': 0, 'element': 'Ni'}, {'x': 8.601623479323128e-10, 'y': 6.079337833890091e-10, 'z': 0, 'element': 'Ni'}, {'x': 3.0549544206768733e-10, 'y': 5.577240066109911e-10, 'z': 0, 'element': 'Ni'}, {'x': 6.079337833890091e-10, 'y': 3.0549544206768733e-10, 'z': 0, 'element': 'Ni'}, {'x': 5.577240066109911e-10, 'y': 8.601623479323128e-10, 'z': 0, 'element': 'Ni'}, {'x': 9.712630219799433e-10, 'y': 2.367814190457364e-10, 'z': 0, 'element': 'P'}, {'x': 1.9439476802005704e-10, 'y': 9.288763709542637e-10, 'z': 0, 'element': 'P'}, {'x': 9.288763709542637e-10, 'y': 9.712630219799433e-10, 'z': 0, 'element': 'P'}, {'x': 2.367814190457364e-10, 'y': 1.9439476802005704e-10, 'z': 0, 'element': 'P'}, {'x': 7.772236630200571e-10, 'y': 8.196103140457365e-10, 'z': 0, 'element': 'P'}, {'x': 3.884341269799431e-10, 'y': 3.4604747595426366e-10, 'z': 0, 'element': 'P'}, {'x': 8.196103140457365e-10, 'y': 3.884341269799431e-10, 'z': 0, 'element': 'P'}, {'x': 3.4604747595426366e-10, 'y': 7.772236630200571e-10, 'z': 0, 'element': 'P'}, {'x': 9.985816926739864e-10, 'y': 6.035274803770301e-12, 'z': 2.455862035e-10, 'element': 'P'}, {'x': 1.6707609732601372e-10, 'y': -6.035274803770301e-12, 'z': 2.455862035e-10, 'element': 'P'}, {'x': -6.035274803770301e-12, 'y': 9.985816926739864e-10, 'z': 2.455862035e-10, 'element': 'P'}, {'x': 6.035274803770301e-12, 'y': 1.6707609732601372e-10, 'z': 2.455862035e-10, 'element': 'P'}, {'x': 7.499049923260139e-10, 'y': 5.888641698037704e-10, 'z': 2.455862035e-10, 'element': 'P'}, {'x': 4.1575279767398637e-10, 'y': 5.767936201962298e-10, 'z': 2.455862035e-10, 'element': 'P'}, {'x': 5.888641698037704e-10, 'y': 4.1575279767398637e-10, 'z': 2.455862035e-10, 'element': 'P'}, {'x': 5.767936201962298e-10, 'y': 7.499049923260139e-10, 'z': 2.455862035e-10, 'element': 'P'}, {'x': 6.61542175332707e-10, 'y': 7.871328033270681e-11, 'z': 0, 'element': 'P'}, {'x': 5.041156146672933e-10, 'y': 1.0869445096672933e-09, 'z': 0, 'element': 'P'}, {'x': 1.0869445096672933e-09, 'y': 6.61542175332707e-10, 'z': 0, 'element': 'P'}, {'x': 7.871328033270681e-11, 'y': 5.041156146672933e-10, 'z': 0, 'element': 'P'}, {'x': 5.828288950000001e-10, 'y': 5.828288950000001e-10, 'z': 0, 'element': 'Sn'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Sn'}, {'x': 7.941680959488793e-10, 'y': 2.1133920094887932e-10, 'z': 2.455862035e-10, 'element': 'Sn'}, {'x': 3.7148969405112076e-10, 'y': 9.543185890511208e-10, 'z': 2.455862035e-10, 'element': 'Sn'}, {'x': 9.543185890511208e-10, 'y': 7.941680959488793e-10, 'z': 2.455862035e-10, 'element': 'Sn'}, {'x': 2.1133920094887932e-10, 'y': 3.7148969405112076e-10, 'z': 2.455862035e-10, 'element': 'Sn'}, {'x': 4.5996982284441324e-10, 'y': 1.2285907215558682e-10, 'z': 2.455862035e-10, 'element': 'Sn'}, {'x': 7.056879671555869e-10, 'y': 1.0427987178444135e-09, 'z': 2.455862035e-10, 'element': 'Sn'}, {'x': 1.0427987178444135e-09, 'y': 4.5996982284441324e-10, 'z': 2.455862035e-10, 'element': 'Sn'}, {'x': 1.2285907215558682e-10, 'y': 7.056879671555869e-10, 'z': 2.455862035e-10, 'element': 'Sn'}]}, 'natoms': 38, 'element': {'P': 20, 'Ni': 8, 'Sn': 10}}]",PN_SIIRO635CN6XADFXCAEDLFGVSVXK7F2B,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/q7lAKuoOTPWL1mJ5gkMDhg/2z6qKgNMlPjxK4R1fKqhhgll26lp', 'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL'}, 'value_per_atom': -0.0335100649986328, 'value': -1.2733824699480465}"
NaNiTa2,P4/mmm,"[{'data': {'a': [2.77934271e-10, 0, 0], 'b': [0, 2.77934271e-10, 0], 'c': [0, 0, 9.60055986e-10], 'atoms': [{'x': 1.389671355e-10, 'y': 1.389671355e-10, 'z': 2.400139965e-10, 'element': 'Na'}, {'x': 1.389671355e-10, 'y': 1.389671355e-10, 'z': 7.200419895e-10, 'element': 'Ni'}, {'x': 0, 'y': 0, 'z': 9.065441838405749e-10, 'element': 'Ta'}, {'x': 0, 'y': 0, 'z': 5.335397951594251e-10, 'element': 'Ta'}]}, 'natoms': 4, 'element': {'Na': 1, 'Ni': 1, 'Ta': 2}}]",PN_YYY5667VP4KYDSH7N46BVZBIVI5ZBWGL,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/q7lAKuoOTPWL1mJ5gkMDhg/2z6qKgNMlPjxK4R1fKqhhgll26lp', 'Ta': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HFcfn7V1T0qqPvWety_q2w/Jno4RsivxTTSMHe4wn8p4qW8Ef6G'}, 'value_per_atom': 0.3761343074956329, 'value': 1.5045372299825317}"
GaNiPd2,Cm,"[{'data': {'a': [1.428729e-10, 4.6224220000000003e-10, 3.3927785e-11], 'b': [-1.428729e-10, 4.6224220000000003e-10, 3.3927785e-11], 'c': [0, 1.20404062e-10, 4.2528996899999996e-10], 'atoms': [{'x': -1.0435438845632426e-27, 'y': 5.368975699157076e-10, 'z': 2.542270543026577e-10, 'element': 'Ga'}, {'x': -1.1142217105931902e-27, 'y': 2.438336517308952e-10, 'z': 1.162825840407473e-10, 'element': 'Ni'}, {'x': 1.7750054139567745e-28, 'y': 9.172265329542775e-10, 'z': 8.227514952398983e-11, 'element': 'Pd'}, {'x': -1.5447022354540793e-27, 'y': 7.938593371950791e-10, 'z': 3.5478908637970545e-10, 'element': 'Pd'}]}, 'natoms': 4, 'element': {'Pd': 2, 'Ga': 1, 'Ni': 1}}]",PN_TUHOU4RSTML635M65BBQHNVH35HAVAZU,"{'reference': {'Pd': 'https://nomad-lab.eu/prod/rae/gui/entry/id/eWp7nSoCThCvuNshTV7OvQ/B_YsxQ9yjPSLQPBbgi6ptP2Q1A64', 'Ga': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/vRXRCHTc1BwC0KVL2zTyDtxvDQO7', 'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/q7lAKuoOTPWL1mJ5gkMDhg/2z6qKgNMlPjxK4R1fKqhhgll26lp'}, 'value_per_atom': -0.3690012433640062, 'value': -1.4760049734560248}"
BaMnNb,I4mm,"[{'data': {'a': [-1.66264745e-10, 1.6626203100000002e-10, 6.436176170000001e-10], 'b': [1.66264745e-10, -1.6626203100000002e-10, 6.436176170000001e-10], 'c': [1.66264745e-10, 1.6626203100000002e-10, -6.436176170000001e-10], 'atoms': [{'x': -7.078303786857651e-28, 'y': -4.959886876645818e-27, 'z': 1.2795421241134086e-09, 'element': 'Ba'}, {'x': 1.66264745e-10, 'y': 1.6626203100000002e-10, 'z': -2.781369589290148e-10, 'element': 'Mn'}, {'x': 1.66264745e-10, 'y': 1.6626203100000002e-10, 'z': 2.858300816879588e-10, 'element': 'Nb'}]}, 'natoms': 3, 'element': {'Mn': 1, 'Nb': 1, 'Ba': 1}}]",PN_UAVTMDE66OCPB45IQVIAVIMF3BE6PE4X,"{'reference': {'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/8IffBWYWeF2VvGN-TtippJCbAlST', 'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5'}, 'value_per_atom': 0.7127694626849177, 'value': 2.138308388054753}"
CuMo2Nb,P4/mmm,"[{'data': {'a': [2.66255594e-10, 0, 0], 'b': [0, 2.66255594e-10, 0], 'c': [0, 0, 8.81850399e-10], 'atoms': [{'x': 1.33127797e-10, 'y': 1.33127797e-10, 'z': 6.613877992499999e-10, 'element': 'Cu'}, {'x': 0, 'y': 0, 'z': -1.926119122637421e-11, 'element': 'Mo'}, {'x': 0, 'y': 0, 'z': 4.6018639072637417e-10, 'element': 'Mo'}, {'x': 1.33127797e-10, 'y': 1.33127797e-10, 'z': 2.2046259975e-10, 'element': 'Nb'}]}, 'natoms': 4, 'element': {'Cu': 1, 'Mo': 2, 'Nb': 1}}]",PN_M3BXM4ZDGPWTZBGDC3CWBYXQ2J3DBB6R,"{'reference': {'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/uVTSZjDVQgSURDhx2j8aTT9Zvd6S', 'Mo': 'https://nomad-lab.eu/prod/rae/gui/entry/id/miRFVZUUSvmc1uMMJkU4LA/TwiQxc0usHCKW3MtmHjbnh8mT5GC', 'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr'}, 'value_per_atom': 0.180338733417166, 'value': 0.721354933668664}"
